,text,title
10,"급똥 앱은 제목 그대로 급똥 마려울때 필요한 앱입니다.
대한민국의 모든 과민성대장증후군을 앓고 있는 분들 위해..이 앱을 만들었습니다.
저 역시 과민성대장증후군에 시달리고 있는개발자입니다.
어딜가나 늘 화장실 존재 유무를 걱정하는 제 모습을 상상하며 개발하였습니다.
혼자 개발한 만큼 부족한점이 많습니다.. ㅠㅠ..부디..자비를 베풀며..잘사용해주세요

주 특징은 위치기반서비스를 이용하여 근처 화장실을 알려줍니다.
(현재위치에서 바라보는방향을 알려주기때문에 저같이 길치에겐...딱입니다.)
각각 화장실에 업데이트날짜가 존재하는데 화장실 만든날짜가 아니라 공공데이터포털
사이트에 업데이트된 날짜입니다. 오해하지말아주세요
변기 수가 많을 수록 급똥일 때 해결하기 좋을 것 같습니다.
지하철 마크를 클릭하면 지하철 게이트 내부 화장실이 나오는데 개찰구가서 화장실 간다고
말하기 번거롭기도하고..그래서.. 기능 구현하였습니다.

---앱설명
공공데이터를 가져와 안드로이드의 현재 위치에 맞게 주변 화장실을 알려줍니다.
현재 위치에 자신이바라보는 방향을 표시하고 있습니다.
각각 화장실들은 (귀여운)똥 모양을 하고 있으며 누르면 이름, 주소, 업데이트날짜, 남성소변기수,남성 대변기수, 여성 대변기수 , 개방시간을 알려줍니다.
또한 지역찾기(하단 버튼) 기능을 통해서 알고싶은 지역을 입력하여 그 지역의 개방 화장실을 볼 수 있습니다.
오른쪽 상단에 분홍색 전철 마크를 클릭하면 지하철 게이트 내부 화장실을 알려줍니다.


개방화장실 데이터는 공공데이터사이트에서 이용하였습니다.
폰트는 티몬 몬소리체를 이용하였습니다.

문의사항
bll901109@gmail.com
자세히 알아보기",급똥
11,"대한민국 최초로 162개 모든 행정구역을 담았어요.
전국지리교사모임의 감수를 받아 정확하고 신뢰 높은 정보를 수록했어요.
도시탐험대로 놀다 보면 저절로 숫자와 단위, 한글과 한자, 지리·역사·사회·문화를 익힐 수 있어요! 이제 막 주변에 관심이 늘어나는 5세 어린이부터 우리나라를 배우고 있는 초등학생까지 모두 즐길 수 있어요.

가깝지만 잘 몰랐던 우리 도시들을 알게 되면 새로운 눈으로 세상을 바라보게 돼요. 아는 만큼 보이는 세상~ 아이들과 여행 가기 전에 미리 도시탐험대를 만나보세요. 사회를 배우는 첫걸음에 도시탐험대가 동행합니다!

★도시탐험대는 도시탐험카드와 연계된 APP이에요★
도시탐험카드가 있다면 더욱 재밌고 알찬 서비스를 만날 수 있어요.


도시탐험
● 카드의 내용을 성우의 목소리로 들을 수 있어요.
● 인구와 면적 : 숫자와 단위를 배워요!
● 도시의 상징, 모양 : 형태지각력을 키워요!
● 지도와 위치 : 공간지각력을 키워요!
● 도시의 이름 : 한글과 한자를 익혀요!
● 도시 이야기, 명소와 명물 : 지리, 역사, 문화, 사회를 배워요!
● 이 외에도 풍부한 자료와 여행 정보를 제공하고 있으니 아이와 함께 여행 계획도 세워보아요.

퀴즈 & 게임
● 우리나라 도시에 관한 퀴즈를 풀어보아요.
● 탐험한 도시카드로 기억게임도 즐겨보세요.
● 퀴즈를 풀고 게임을 완료하면 포인트를 얻을 수 있어요.
● 모은 포인트로 탐험대원 캐릭터도 변경해 보아요.
● 랭킹을 확인할 수 있어요. 친구들과 함께 퀴즈왕, 기억왕에 도전해보세요!

탐험일기 (2018년 1분기 open 예정)
● 직접 도시를 탐험하고 일기를 남겨 보세요.
● 내가 탐험한 일기를 언제든지 볼 수 있어요.
● 다른 친구들이 내 탐험일기를 보고 댓글을 남길 수 있어요.

앱툰 (2018년 2분기 open 예정)
● 대한민국 도시에 도깨비가 나타났다. 도깨비 조련사 우리, 나라와 함께 위기에 빠진 도시를 구해라!
● 초등학생이 가장 어려워하는 과목 1위 사회, 이젠 앱툰으로 쉽게 접해보아요!
*앱툰은 도시탐험대 북툰과 연계된 서비스예요. 2018년 2분기에 만나요.
자세히 알아보기",도시탐험대
12,"* 우리마을에 위치한 도서관 정보를 제공 합니다.
자신이 사는 시도명을 선택 하고, 본인에게 가장 가까운 도서관을 지도로 찾아 보세요..

*정보 제공처
- 도서관에 대한 정보는 '경기데이터드림""에서 제공 합니다.

* 우리 마을에 위치한 도서관 정보를 제공 합니다. 지도에서 내위치 찾기를 해 보세요.
자세히 알아보기","도서관 정보, 우리마을 도서관"
13,"경마톡 어플은 한국마사회에서 제공하는 과천경마 부산경마 제주경마의 경주 정보 온라인 경마예상을 제공하고 특급 경마 전문가들이 실시간으로 경마 관련 고급 정보를 스마트폰으로 편리하고 빠르게 정보를 받을수 있는 신개념 경마예상 정보 어플 입니다.

경마톡 정보 앱은 실시간 경주성적 및 경마속보, 경주마 금요경마예상,토요경마예상,일요경마예상 등 다양한 정보를 제공하고 있습니다


과천 제주 부산 출마표및 경주결과 종합예상지 새벽조교 복승식 쌍승식 마번을 기본으로 제공 하고 있으며 경마톡에서 구축된 데이터베이스를 이용하여 각종 데이터 정보를 제공 합니다.

국내 최고 유명 경마 예상 전문위원들의 고배당 SMS 문자정보 서비스 경마 적중 예상 정보를 실시간으로 경주전에 빠르게 받아보실수도 있습니다.

기수/조별/마주 출주현황등의 정보와 출마등록 현황 정보를 제공하며, 마필/조교단평 등을 제공해 경주분석을 할 수 있는 자료를 매 경주별로 제공 받을수 있습니다.

금토일 더욱더 강력한 특급 강승부 경마 정보를 받아보시고 건승하시는 경마일이 되시길 진심으로 기원합니다.

◆ 경마톡 앱 접근권한 안내

[필수적 접근권한]

본앱은 필수적 접근 권한이 없습니다.


[선택적 접근권한]

본앱은 선택적 접근 권한이 없습니다.



문의사항은 이메일또는 콜센터 0505-400-8282로 문의바랍니다.
자세히 알아보기",경마톡
14,"이 앱은 기상청과 공공데이터 포털을 통해 지진정보를 받아오기때문에
인터넷연결상태, 기상청홈페이지 접속불가 시 앱 내부의 정보또한 제공되지 않을수 있는 점 유의하시길 바랍니다.",지진노트
15,"*v1.0.0.3
-. Android 3.0 미만에서 앱 실행 안되는 현상 수정
-------
*버스노선 및 정류소의 도착정보, 버스노선의 경로찾기, 지하철 도착정보등을 제공합니다.

*버스도착정보제공처
-. 대전교통정보센터
http://traffic.daejeon.go.kr

*대전버스
*daejeonbus
*대전버스 도착정보
----
개발자 연락처 :
esenmobile@gmail.com
자세히 알아보기",대전버스
16,"박물관 나들이는 직접 갈 수 없는 박물관 소장품들을 검색하고 볼 수 있는 앱입니다.

1차 오픈 시점에는 소장하고 있는 기관/단체를 기준으로 나누었고 기준은 아래와 같습니다.
국립1, 국립2, 공립, 법인/사립, 학교, 기타, 외국


아직 데이타가 입력이 안 되어서 미비한 점도 있지만 입력 중이니 양해 바라며 찾고자하는 국보, 보물들은 이름을 입력해서 검색하시면 됩니다.


2차 오픈 이색 박물관 정보는 업데이트 했습니다. 빠른 시일내에 3차 오픈 (전시회 정보)을 추가하겠습니다. ^.^


* 데이타는 공공데이타 포털(https://www.data.go.kr)에서 제공해 주는 것을 사용합니다.

--------
개발자 정보

softmain001kr@gmail.com / 010-5008-5421
자세히 알아보기",박물관 나들이
17,"미세 25시는
사용자가 가지고 있는 미세먼지 측정기의 데이타를 공유 할 수 있는
신 개념의 대기 상태 공유 서비스 입니다.
사용자의 위치 정보를 제외한 사용자 정보는 서버로 전송 하지 않습니다.
안심 하시고 사용 할 수 있는 미세먼지 공유 서버스 입니다.

주요기능:
* 실시간 미세먼지 정보
* 실시간 초미세먼지 정보
* 실시간 기타 대기질 정보
* 48시간 기상 정보
* 현재 위치 기반 10km 이내 관측소 대기 정보 제공
* 사용자 측정 대기 상태 정보

자료 출처:
- 환경부 한국환경공단(에어코리아)
자세히 알아보기",미세 25시
18,"경기데이터드림에서 제공하는 공공 와이파이(WiFi) 정보를 앱으로 제공합니다.

* 검색하고자 하는 해당 시/군의 공공 WiFi를 검색 하고 지도로 확인하세요. 내위치에거 가장 가까운 공공 WiFi 정보를 찾을 수 있습니다.
* 통신사 데이터 사용량을 최소화 하기 위해서 서버에서 한번 받은 WiFi정보는 단말에 저장합니다.
* 서버와 항상 동기화를 하지 않기 때문에 사용자가 데이터를 동기화 해야 합니다.(7일 경과시 팝업으로 안내해 드립니다)
*공공 WiFi정보는 지도로 확인 할 수 있습니다.
자세히 알아보기",공공와이파이찾기
19,"현대인은 실내에서 보내는 시간이 많다. 실내는 새집증후군 등 건강에 해로운 영향을 미치는 요인들도 존재한다. 또한 산업화로 인하여 대기의 공기질은 갈수록 악화되고 있으며 이로 인한 각 종 호흡기 질환 발병률이 증가하고 있다. 이러한 공기질의 악화로부터 건강을 유지하기 위해서는 실내 공기질과 대기의 공기질을 모니터링할 필요가 있다. 본 서비스는 실내 및 대기의 공기질을 지속적으로 모니터링하고 적절히 건강관리를 할 수 있도록 정보를 공유하며, 특히 호흡기 질환에 취약한 노약자와 어린이들의 개인별 건강 상태에 맞춰 적합한 관리 방안을 제시함으로써 건강관리를 할 수 있도록 도움을 제공하는 서비스이다.
자세히 알아보기",후아후아
20,"국내여행정보(지역정보, 호텔, 숙박, 맛집, 축제, 행사등)와 일정관리를 한번에! 대한민국 국내여행 정보 모음집!

기능

1) 추천여행
2) 내주변여행
3) 지역여행
4) 일정관리
자세히 알아보기",누비국내여행
21,"안녕하세요.

[미세먼지]
현재 사는 지역의 미세먼지의 농도 정보를 가져오고, 주변 지역의 농도 정보도 알 수 있습니다. 또한 미세먼지의 농도 뿐만 아니라 사는 지역의 1주일 동안의 기상 일보를 가지고 오고, 한 눈에 들어오는 화면을 가졌습니다.

[강수량]
현재 지역의 강수량과 구름의 양을 알 수 있습니다. 오늘 뿐만 아니라 2일후 까지는 3시간 간격 정보를 알 수 있습니다. 또한 1주일 후의 강수량을 알 수 있습니다.

[기온]
현재지역의 기온과 습도을 알려드립니다. 오늘 과 1주일 후의 기온을 알 수 있습니다.

[기능 정보]

1. 실시간(*24시간 평균) 미세먼지 농도(PM10)
2. 실시간(*24시간 평균) 초미세먼지 농도(PM2.5)
3. 실시간 오존(O3)
4. 실시간 강수량 / 구름
5. 실시간 기온
6. 실시간 습도
7. 3일 후 까지 강수량 상세정보(3시간 간격)
8. 1주일 기간 동안의 미세먼지/ 초미세먼지 농도
9. 1주일 기간 동안의 기온/ 강수량

http://blog.naver.com/soohun91/221279944905
자세히 알아보기",미세뭐지?
22,"★ 에디터 추천 ★
서울버스, 지하철 노선도, 택시, 보행, 따릉이 자전거, 셔틀버스... 서울⋅수도권 지역의 모든 길찾기와 교통정보, 이제 이 어플 하나로 해결하세요! 목적지 문앞까지 모셔드리는 실시간 대중교통 네비게이션 앱입니다.



★ 에디터 추천 (Google Play Store)
★ 종합 최우수 모바일 앱 2014 (Mobile World Congress/GSMA, 바르셀로나)
★ 그랑프리 + 최우수 교통 기업 + 최우수 모바일 스타트업 (TechCrunch Europas 2015)
★ 특별상 - 도쿄 메트로 콘테스트 2015
★ 올해의 디자인 2014 (London Design Museum, 런던)
★ 대상 수상작 (美 뉴욕교통국 MTA App Quest)


1. ALL-IN-ONE 대중교통 길안내
지금 사용가능한 교통편 중에서 최적의 길을 실시간으로 찾아드려요! 서울지하철, 수도권전철, 서울버스, 인천/경기 버스, 공항버스, 대학 셔틀버스, 자기부상철도, 케이블카, 택시, 보행 등 모든 교통 수단을 지원합니다.

2. 대중교통용 “스마트 내비” - Go 모드!
네비 앱은 자동차용으로만 있는 게 아닙니다! 다음 버스, 다음 지하철 노선도, 실시간 도착정보, 하차 알림, 보행길 안내 등 필요한 정보만 단계별로 보기 쉽게 알려드려요! 여행 중 잠들어도 이제 정거장 놓치는 일은 끝!

3. 친구에게 나의 “실시간 위치공유"" 해보세요!
“어디쯤이야?”라고 물어보는 친구를 위한 기능! “실시간 위치공유"" 기능을 사용하면 카카오톡, 페이스북, 트위터 등으로 손쉽게 내 현재 위치와 이동경로를 공유할 수 있답니다. 지도에 내 위치를 표시하고 예상 도착시간까지 실시간으로 업데이트해 줍니다.

4. 출퇴근 경로 및 도착시간 알람!
이제 지각은 없다! 집과 사무실 위치만 등록하면, 자동으로 최적의 길을 홈화면에 바로 보여줍니다. 또, 출퇴근 시간만 되면 오늘의 최적길을 표시하고 실시간으로 도착시간과 도착정보까지 알려준답니다!

5. 한국최초! “열차에서 출구까지"" 최단거리 승차위치 안내!
서울역 4호선에서 1호선으로 갈아타는 “빠른환승” 위치를 표시할 뿐만 아니라, 세계최초로 4호선 홈에서 2번 출구까지 가장 빨리 이동할 수 있는 “빠른출구"" 탑승위치까지 알려드립니다!


+ ONE TAP으로 홈화면에서 바로 집/사무실/어디든 길찾기!
+ 오프라인용 시간표, 지하철 노선도 지도, 해외여행 metro map 탑재!
+ 카톡, SNS로 손쉽게 약속장소 가는 길 공유하기!
+ Korea 최초! 서울자전거 따릉이, 남산 케이블카, 주요 대학 셔틀버스 길안내!
+ 세계가 인정한 ANDROID WEAR 스마트워치 앱!


+ Subway: 서울지하철, 수도권 전철 전노선, 인천공항 자기부상철도
+ Seoul bus: 서울버스 전노선 (간선, 지선, 광역, 순환, 마을 버스)
+ 경기버스 (G-Bus), 인천버스, 광역급행버스 (M버스), 공항버스 전노선
+ 수도권 주요 대학교 캠퍼스 셔틀버스
+ 우버 (Uber) 택시, 남산 케이블카, 서울자전거 따릉이
+ 서울시 교통정보는 http://topis.seoul.go.kr 에서 제공 받습니다.


+ 서울 (Seoul)
+ 홍콩 (Hong Kong)
+ 파리 (Paris)
+ 싱가포르 (Singapore)
+ 도쿄 (Tokyo)
+ 뉴욕 (New York)
+ 바르셀로나 (Barcelona)
+ 런던 (London)
+ 그 외 총 30여 곳! https://citymapper.com/cities 에서 전체 목록을 확인하세요.


- 피드백 및 제안은 support@citymapper.com으로 연락주세요.
- 트위터: http://twitter.com/Citymapper
- 페이스북: http://facebook.com/thecitymapper
- 구글+: http://google.com/+Citymapper

■ “시티매퍼""가 한글 공식명칭이나 시티맵퍼, 씨티맵퍼, 씨티매퍼 라고도 불립니다.
자세히 알아보기",Citymapper
23,"경기데이터드림에서 제공하는 교육 정보를 앱으로 제공합니다.

* 검색하고자 하는 해당 시/군의 교육정보를 검색 하고 지도로 확인하세요. 내위치에거 가장 가까운 교육정보를 찾을 수 있습니다.
* 통신사 데이터 사용량을 최소화 하기 위해서 서버에서 한번 받은 정보교육정보를 단말에 저장합니다.
* 서버와 항상 동기화를 하지 않기 때문에 사용자가 데이터를 동기화 해야 합니다.(7일 경과시 팝업으로 안내해 드립니다)
*교육정보를 지도로 확인 할 수 있습니다.
자세히 알아보기",경기도 교육정보
24,"서울, 부경, 제주 경마 데이터 분석은 일번마와 함께해 보세요!!

경주마 상대 평점, 전개분석, 기록분석을 통해 경주를 예상해 보세요.

- 상대 평점을 통해 더욱 쉬운 경주 분석이 가능 하도록이 돕습니다.

- 전개 분석을 통해 유력한 선행마와 추입마를 쉽고 빠르게 찾을 수 있습니다.

- 평점, 전개, 기록 분석을 통해 나만에 복병마를 찾아보세요.

- 통계 분석, 배당 분석을 통해 지난 유사 경주와에 비교가 가능 합니다.

- 문자 메세지와 함께 하지면 더욱 즐거운 경마가 되실것 입니다.

< 주의 사항 >

- 이 어플에 데이터를 참고하는 것은 자유이나 활용에 대한 책임은 본인에게 있습니다.

- 한국마사회 데이터를 기반으로 제공 됩니다.
----
개발자 연락처 :
00000000000
자세히 알아보기",일번마_경마 데이터 분석
25,"내가 잘 모르는 지역을 여행할 땐!
온트립코리아를 이용해 보세요!
(서울 지역 콘텐츠 제공 중, 창덕궁 무료 가이드 이용 가능!)
----
개발자 연락처 :
문의 연락처: +82)01064534349",On-Trip Korea
26,"- 확대 축소 하여 미세먼지 수치 확인
- 폴리곤 색깔을 통한 미세먼지 확인
- 위치 서비스를 이용한 내 위치 이동

정보출처
- 공공데이터 환경부 한국환경공단 (에어코리아: airkorea.or.kr)
----
개발자 연락처 :
000-0000-0000
자세히 알아보기",서울경기미세먼지
